"","Gene","Gini"
"186","ENSG00000162814",0.474067890854904
"187","ENSG00000102409",0.469994779782884
"188","ENSG00000177485",0.46979287337785
"189","ENSG00000180098",0.465469485144004
"190","ENSG00000243955",0.464795268619959
"191","ENSG00000102359",0.463225813292232
"192","ENSG00000112237",0.460931364175008
"193","ENSG00000111653",0.460255792121778
"194","ENSG00000177494",0.459386086923743
"195","ENSG00000163041",0.45858798410646
"196","ENSG00000145741",0.457950916560455
"197","ENSG00000167642",0.456395615725155
"198","ENSG00000198053",0.443209763192544
"199","ENSG00000258655",0.441705259631615
"200","ENSG00000034693",0.441426441180197
"201","ENSG00000224152",0.441362582408228
"202","ENSG00000187325",0.436609899022064
"203","ENSG00000156709",0.436607317771212
"204","ENSG00000167110",0.43643782598007
"205","ENSG00000169926",0.434181661851045
"206","ENSG00000137076",0.433803971452066
"207","ENSG00000107929",0.430430487385176
"208","ENSG00000110492",0.422697490053408
"209","ENSG00000103335",0.418091431049318
"210","ENSG00000134030",0.417715472525264
"211","ENSG00000121281",0.416425285840218
"212","ENSG00000087884",0.416399893473817
"213","ENSG00000163125",0.41514688107876
"214","ENSG00000278600",0.408201030262752
"215","ENSG00000104883",0.407711871386651
"216","ENSG00000101421",0.407275449968038
"217","ENSG00000176244",0.406737911636311
"218","ENSG00000185989",0.406531773890567
"219","ENSG00000010295",0.406150026506718
"220","ENSG00000069509",0.405319272246025
"221","ENSG00000167637",0.405074173323472
"222","ENSG00000134291",0.404969553147446
"223","ENSG00000136874",0.403925002595129
"224","ENSG00000040341",0.40386517391988
"225","ENSG00000196636",0.403313081911106
"226","ENSG00000138085",0.403206743227101
"227","ENSG00000140319",0.400842445943465
"228","ENSG00000108406",0.400419268824542
"229","ENSG00000100564",0.396670700580086
"230","ENSG00000101856",0.395072585375315
"231","ENSG00000115935",0.395044432467174
"232","ENSG00000183690",0.392634183745427
"233","ENSG00000157593",0.388313092356153
"234","ENSG00000155959",0.386540062551517
"235","ENSG00000197971",0.386448883561681
"236","ENSG00000101972",0.384789574041868
"237","ENSG00000144647",0.383475942062127
"238","ENSG00000115604",0.383307588477169
"239","ENSG00000109255",0.382452924334546
"240","ENSG00000170903",0.382189166710047
"241","ENSG00000101052",0.381760703617667
"242","ENSG00000128311",0.37822278840563
"243","ENSG00000198088",0.377096790199562
"244","ENSG00000197496",0.376977208592397
"245","ENSG00000153250",0.376699851815371
"246","ENSG00000147654",0.375973652695356
"247","ENSG00000100105",0.375665610836423
"248","ENSG00000106330",0.374042723392282
"249","ENSG00000146416",0.373696290072664
"250","ENSG00000170545",0.373444984888651
"251","ENSG00000141664",0.372902128565321
"252","ENSG00000101844",0.370705221714319
"253","ENSG00000120899",0.370702791840554
"254","ENSG00000084073",0.370525560055642
"255","ENSG00000167840",0.370442997267572
"256","ENSG00000164011",0.36994865309206
"257","ENSG00000126945",0.369683906399068
"258","ENSG00000074603",0.369627385263766
"259","ENSG00000112096",0.366824838710008
"260","ENSG00000189058",0.366066153757339
"261","ENSG00000161981",0.365298681109885
"262","ENSG00000213809",0.364649059370398
"263","ENSG00000180198",0.363923966026615
"264","ENSG00000152484",0.36355508141544
"265","ENSG00000005882",0.363001387554322
"266","ENSG00000182326",0.361154872134279
"267","ENSG00000147224",0.360753316426956
"268","ENSG00000125870",0.360043388661536
"269","ENSG00000136848",0.359301243996147
"270","ENSG00000088035",0.358163168461243
"271","ENSG00000130193",0.357859231667111
"272","ENSG00000144451",0.355647428321366
"273","ENSG00000258744",0.354214607369176
"274","ENSG00000269743",0.353656798365264
"275","ENSG00000132581",0.353178463966816
"276","ENSG00000184867",0.35233092032968
"277","ENSG00000196459",0.351758285371384
"278","ENSG00000178385",0.350862714504591
"279","ENSG00000134717",0.350706321169545
"280","ENSG00000179222",0.349512156591881
"281","ENSG00000107331",0.349030624278269
"282","ENSG00000086504",0.348994662866191
"283","ENSG00000212916",0.34807606516276
"284","ENSG00000165868",0.347336208411177
"285","ENSG00000254837",0.346883756480673
"286","ENSG00000232040",0.345657269847222
"287","ENSG00000151500",0.344916494284701
"288","ENSG00000178952",0.343450506429517
"289","ENSG00000087302",0.341920418223593
"290","ENSG00000134597",0.340752892243911
"291","ENSG00000130021",0.339813075865185
"292","ENSG00000149582",0.338341924379228
"293","ENSG00000149923",0.338080581460036
"294","ENSG00000119314",0.337120750848866
"295","ENSG00000089057",0.336967753999133
"296","ENSG00000118263",0.336898242328261
"297","ENSG00000163840",0.335488170190959
"298","ENSG00000105321",0.335325275534867
"299","ENSG00000083223",0.334433261653673
"300","ENSG00000160218",0.334270491358661
"301","ENSG00000116729",0.333881028540163
"302","ENSG00000182318",0.331898004782644
"303","ENSG00000280027",0.330236397749988
"304","ENSG00000101109",0.329396802510854
"305","ENSG00000100211",0.328580393862574
"306","ENSG00000179918",0.326554386904157
"307","ENSG00000188010",0.326458436631767
"308","ENSG00000076053",0.325256420326649
"309","ENSG00000141298",0.325234074289299
"310","ENSG00000148358",0.32375121487007
"311","ENSG00000136813",0.32291755773995
"312","ENSG00000108375",0.322610167186074
"313","ENSG00000230989",0.322523059521911
"314","ENSG00000272047",0.321676689100652
"315","ENSG00000198157",0.320954869969469
"316","ENSG00000107581",0.319762171710209
"317","ENSG00000233382",0.317879265510843
"318","ENSG00000102984",0.317720510775872
"319","ENSG00000103051",0.317441298740768
"320","ENSG00000169727",0.315724386375782
"321","ENSG00000141934",0.315274124985871
"322","ENSG00000214960",0.315006826235887
"323","ENSG00000138606",0.312595980168295
"324","ENSG00000107863",0.312387030882855
"325","ENSG00000164647",0.311861162576919
"326","ENSG00000134602",0.310830559592526
"327","ENSG00000116580",0.310180231452669
"328","ENSG00000180938",0.307720010779866
"329","ENSG00000182220",0.306961802347801
"330","ENSG00000165671",0.305810002730891
"331","ENSG00000033800",0.304778811583184
"332","ENSG00000198060",0.304158277222044
"333","ENSG00000143322",0.304108153514145
"334","ENSG00000101901",0.302910810623128
"335","ENSG00000102978",0.302778661584684
"336","ENSG00000204267",0.302586355357674
"337","ENSG00000102158",0.302165407485803
"338","ENSG00000260917",0.301878619262403
"339","ENSG00000177854",0.301368600144695
"340","ENSG00000175787",0.301240047672827
"341","ENSG00000184677",0.300773278039772
"342","ENSG00000089289",0.300539070427505
"343","ENSG00000196335",0.300202500393569
"344","ENSG00000071889",0.298993508676476
"345","ENSG00000169217",0.298762325210621
"346","ENSG00000010361",0.297791837391676
"347","ENSG00000162961",0.295557752090966
"348","ENSG00000119396",0.29513580704522
"349","ENSG00000198853",0.295086328777469
"350","ENSG00000225265",0.294703677022107
"351","ENSG00000108641",0.293980101644671
"352","ENSG00000197006",0.292525185148683
"353","ENSG00000100744",0.292400480496903
"354","ENSG00000147121",0.292096119761466
"355","ENSG00000167904",0.290795703119716
"356","ENSG00000125633",0.290729443542572
"357","ENSG00000076108",0.290705248279663
"358","ENSG00000162396",0.290193624801006
"359","ENSG00000127952",0.290119140617601
"360","ENSG00000276007",0.289974020481441
"361","ENSG00000123131",0.289528765879148
"362","ENSG00000198034",0.288380209443961
"363","ENSG00000048828",0.28663055548618
"364","ENSG00000232119",0.286618769609635
"365","ENSG00000125356",0.286546867115097
"366","ENSG00000169193",0.285061067113664
"367","ENSG00000137161",0.285033166918152
"368","ENSG00000167186",0.283406663993903
"369","ENSG00000235174",0.281180602307923
"370","ENSG00000058668",0.280264315460447
"371","ENSG00000160789",0.280241446641032
"372","ENSG00000124333",0.278447606994044
"373","ENSG00000138796",0.278136133607355
"374","ENSG00000068724",0.277710076380669
"375","ENSG00000131269",0.275741550561361
"376","ENSG00000181191",0.275654950921499
"377","ENSG00000198918",0.273606923185742
"378","ENSG00000146729",0.273241897784401
"379","ENSG00000139921",0.273153669585883
"380","ENSG00000215256",0.273031234809184
"381","ENSG00000137513",0.272763344986049
"382","ENSG00000198837",0.272442807224698
"383","ENSG00000163832",0.271277231307707
"384","ENSG00000165533",0.270795723403307
"385","ENSG00000072042",0.269004631601621
"386","ENSG00000150527",0.267699031252601
"387","ENSG00000109270",0.267379807390992
"388","ENSG00000147400",0.266335767947225
"389","ENSG00000165775",0.26542852718873
"390","ENSG00000171222",0.265352031641592
"391","ENSG00000107263",0.263014339145129
"392","ENSG00000006062",0.262800108792981
"393","ENSG00000102781",0.262691380962809
"394","ENSG00000187210",0.2610598070557
"395","ENSG00000123066",0.260912568056435
"396","ENSG00000181924",0.260703517620184
"397","ENSG00000105939",0.260512395377252
"398","ENSG00000125352",0.260084875927027
"399","ENSG00000114988",0.260052848538701
"400","ENSG00000225663",0.25973563820505
"401","ENSG00000128581",0.259167465861204
"402","ENSG00000224281",0.259090392747466
"403","ENSG00000162076",0.258957283470857
"404","ENSG00000118579",0.258626275165824
"405","ENSG00000155506",0.258602764945976
"406","ENSG00000159111",0.257925045581604
"407","ENSG00000163219",0.257897224389039
"408","ENSG00000171984",0.256159028114701
"409","ENSG00000169446",0.255963208326644
"410","ENSG00000183196",0.254970032928409
"411","ENSG00000165494",0.254463414132963
"412","ENSG00000090975",0.254303209747115
"413","ENSG00000121766",0.254279245044145
"414","ENSG00000197620",0.253695478368175
"415","ENSG00000047849",0.253124661594427
"416","ENSG00000071553",0.253015090814924
"417","ENSG00000169189",0.250866140671718
"418","ENSG00000184517",0.250535020310099
"419","ENSG00000067829",0.24965834855176
"420","ENSG00000273382",0.249398257512223
"421","ENSG00000100577",0.249175814997502
"422","ENSG00000117448",0.24840546331397
"423","ENSG00000076043",0.247922661480915
"424","ENSG00000196465",0.247542309387398
"425","ENSG00000102309",0.246936341797225
"426","ENSG00000130779",0.246152990094618
"427","ENSG00000128872",0.245464325446114
"428","ENSG00000043143",0.24514552726258
"429","ENSG00000120509",0.245083280243596
"430","ENSG00000060237",0.245072236097149
"431","ENSG00000176476",0.245000013888713
"432","ENSG00000177868",0.244995798464836
"433","ENSG00000126947",0.244140773622312
"434","ENSG00000011143",0.243215421468722
"435","ENSG00000171953",0.242952692953281
"436","ENSG00000103657",0.241785135003968
"437","ENSG00000075407",0.24152320546611
"438","ENSG00000170417",0.241178655231196
"439","ENSG00000149313",0.240949099495992
"440","ENSG00000214194",0.240500708028396
"441","ENSG00000117461",0.239279209744351
"442","ENSG00000244038",0.23899926764328
"443","ENSG00000196284",0.238675460782722
"444","ENSG00000165506",0.237359370405756
"445","ENSG00000172456",0.233911254005114
"446","ENSG00000153406",0.233518208816093
"447","ENSG00000095906",0.233512890232202
"448","ENSG00000132953",0.232227371603441
"449","ENSG00000102078",0.23169531226214
"450","ENSG00000156030",0.231230232036458
"451","ENSG00000059758",0.230593920968704
"452","ENSG00000163374",0.229438596192992
"453","ENSG00000101888",0.229019379627191
"454","ENSG00000160932",0.22590579296136
"455","ENSG00000076928",0.225409248672164
"456","ENSG00000246705",0.225364997498171
"457","ENSG00000172578",0.224141385010106
"458","ENSG00000248485",0.223070173542506
"459","ENSG00000131725",0.222426658615817
"460","ENSG00000125991",0.222004690029418
"461","ENSG00000107862",0.221234256845383
"462","ENSG00000197568",0.219848683310954
"463","ENSG00000204272",0.217995501789753
"464","ENSG00000046647",0.216681099786657
"465","ENSG00000158301",0.215912054158644
"466","ENSG00000102390",0.214477766113564
"467","ENSG00000077150",0.21324929827751
"468","ENSG00000184564",0.211521822116565
"469","ENSG00000122335",0.209707935934512
"470","ENSG00000136141",0.209627776509104
"471","ENSG00000114541",0.207389552597129
"472","ENSG00000108984",0.207169321875175
"473","ENSG00000188917",0.203980225457259
"474","ENSG00000175606",0.20338421570874
"475","ENSG00000197858",0.201922622515145
"476","ENSG00000068697",0.200619961970827
"477","ENSG00000147669",0.19971052969237
"478","ENSG00000137747",0.196046967704401
"479","ENSG00000165699",0.195818243559408
"480","ENSG00000198816",0.195451255551788
"481","ENSG00000182195",0.194916902607221
"482","ENSG00000278845",0.194665311673799
"483","ENSG00000062650",0.192365267458577
"484","ENSG00000270659",0.191712728003123
"485","ENSG00000169155",0.19049262745393
"486","ENSG00000276390",0.188141461873481
"487","ENSG00000223891",0.187956222720882
"488","ENSG00000136247",0.186871007103017
"489","ENSG00000271147",0.184470696938193
"490","ENSG00000123562",0.179109662081457
"491","ENSG00000242485",0.178790890268319
"492","ENSG00000205629",0.174217350504659
"493","ENSG00000267106",0.172556117020312
"494","ENSG00000133142",0.171345941371582
"495","ENSG00000151461",0.170701986480367
"496","ENSG00000173706",0.170647419584586
"497","ENSG00000066379",0.166047806675014
"498","ENSG00000175575",0.161185507210104
"499","ENSG00000119402",0.160202895830669
"500","ENSG00000151445",0.154725803111413
